idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,7.01,7.01,0,2,0,0,20,0,0,0
2,6.97,6.97,1,6,0,2,20,0,0,0
3,19.96,19.96,0,2,0,1,20,0,0,0
4,8.01,8.01,0,6,0,0,20,0,0,0
5,6.02,6.02,0,6,0,1,20,0,0,0
6,19.24,19.24,1,2,0,4,20,0,0,0
7,9.14,9.14,1,6,0,3,20,0,0,0
8,9.99,9.99,0,2,0,2,20,0,0,0
9,19.99,19.99,1,6,0,4,20,0,0,0
10,16.93,16.93,0,2,0,3,20,0,0,0
11,12.85,12.85,0,4,0,0,20,1,0,0
12,17.81,17.81,0,4,0,1,20,2,0,0
13,17.7,17.7,0,5,0,0,20,3,0,0
14,23.73,23.73,0,4,0,2,20,4,0,0
15,14.59,14.59,0,1,0,0,20,5,0,0
16,10.28,10.28,0,3,0,0,20,6,0,0
17,19.5,19.5,0,5,0,1,20,7,0,0
18,14.58,14.58,0,3,0,1,20,8,0,0
19,11.66,11.66,0,3,0,2,20,9,0,0
20,5.79,5.79,0,3,0,3,20,10,0,0
21,10.47,10.47,0,3,0,4,20,11,0,0
22,22.38,22.38,0,5,0,2,20,12,0,0
23,9.44,9.44,0,1,0,1,20,13,0,0
24,13.64,13.64,0,1,0,2,20,14,0,0
25,23.14,23.14,0,5,0,3,20,15,0,0
