idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.23,18.23,1,3,0,2,20,0,0,0
2,20.11,20.11,0,1,0,0,20,0,0,0
3,14.4,14.4,0,5,0,0,20,0,0,0
4,18.89,18.89,1,5,0,1,20,0,0,0
5,7.27,7.27,1,3,0,0,20,0,0,0
6,20.38,20.38,1,5,0,3,20,0,0,0
7,20.06,20.06,0,1,0,1,20,0,0,0
8,10.51,10.51,1,3,0,1,20,0,0,0
9,21.26,21.26,2,5,0,4,20,0,0,0
10,19.36,19.36,1,5,0,2,20,0,0,0
11,18.58,18.58,0,3,0,3,20,1,0,0
12,8.48,8.48,0,2,0,0,20,2,0,0
13,7.97,7.97,0,2,0,1,20,3,0,0
14,12.48,12.48,0,2,0,2,20,4,0,0
15,11.6,11.6,0,4,0,0,20,5,0,0
16,13.24,13.24,0,6,0,0,20,6,0,0
17,13.72,13.72,0,6,0,1,20,7,0,0
18,6.74,6.74,0,4,0,1,20,8,0,0
19,22.39,22.39,0,1,0,2,20,9,0,0
20,11.34,11.34,0,4,0,2,20,10,0,0
21,8.34,8.34,0,4,0,3,20,11,0,0
22,23.31,23.31,0,1,0,3,20,12,0,0
23,9.43,9.43,0,2,0,3,20,13,0,0
24,15.47,15.47,0,4,0,4,20,14,0,0
25,15.55,15.55,0,6,0,2,20,15,0,0
