idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,16.82,16.82,0,6,0,0,20,0,0,0
2,17.49,17.49,0,6,0,1,20,0,0,0
3,23.97,23.97,1,1,0,2,20,0,0,0
4,18.69,18.69,0,1,0,0,20,0,0,0
5,18.87,18.87,0,1,0,1,20,0,0,0
6,22.76,22.76,1,6,0,4,20,0,0,0
7,12.47,12.47,0,5,0,0,20,0,0,0
8,13.93,13.93,1,5,0,1,20,0,0,0
9,19.32,19.32,1,6,0,2,20,0,0,0
10,22.4,22.4,1,6,0,3,20,0,0,0
11,18.07,18.07,0,5,0,2,20,1,0,0
12,8.94,8.94,0,3,0,0,20,2,0,0
13,16.77,16.77,0,3,0,1,20,3,0,0
14,17.75,17.75,0,3,0,2,20,4,0,0
15,5.84,5.84,0,2,0,0,20,5,0,0
16,10.6,10.6,0,4,0,0,20,6,0,0
17,17.33,17.33,0,4,0,1,20,7,0,0
18,19.93,19.93,0,3,0,3,20,8,0,0
19,20.23,20.23,0,4,0,2,20,9,0,0
20,12.03,12.03,0,2,0,1,20,10,0,0
21,23.95,23.95,0,4,0,3,20,11,0,0
22,21.18,21.18,0,3,0,4,20,12,0,0
23,23.65,23.65,0,5,0,3,20,13,0,0
24,7.91,7.91,0,2,0,2,20,14,0,0
25,5.04,5.04,0,2,0,3,20,15,0,0
