idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,18.86,1,0,0,20
2,5,0,1,22.83,2,0,0,20
3,1,0,0,14.63,3,0,0,20
4,3,0,0,9.9,4,0,0,20
5,3,0,1,10.84,5,0,0,20
6,4,0,0,12.8,6,0,0,20
7,3,0,2,15.34,7,0,0,20
8,1,0,1,15.94,8,0,0,20
9,6,0,0,22.71,9,0,0,20
10,4,0,1,20.11,10,0,0,20
11,3,0,3,20.62,11,0,0,20
12,2,0,0,12.11,12,0,0,20
13,1,0,2,16.84,13,0,0,20
14,2,0,1,9.12,14,0,0,20
15,4,0,2,21.56,15,0,0,20
16,1,0,3,20.54,16,0,0,20
17,3,0,4,21.45,17,0,0,20
18,2,0,2,9.92,18,0,0,20
19,2,0,3,8.64,19,0,0,20
20,2,0,4,5.19,20,0,0,20
21,1,0,4,8.99,21,0,0,20
22,4,0,3,18.75,22,0,0,20
23,4,0,4,11.01,23,0,0,20
