idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,4,19.54,0,1,20,0,19.54
2,1,0,2,13.62,0,1,20,0,13.62
3,1,0,1,10.13,0,1,20,0,10.13
4,1,0,3,19.2,0,1,20,0,19.2
5,1,0,0,5.92,0,1,20,0,5.92
6,2,0,0,6.32,1,0,20,0,6.32
7,2,0,1,22.46,2,0,20,0,22.46
8,3,0,0,12.34,3,0,20,0,12.34
9,4,0,0,10.92,4,0,20,0,10.92
10,3,0,1,21.49,5,0,20,0,21.49
11,4,0,1,17.19,6,0,20,0,17.19
12,4,0,2,18.14,7,0,20,0,18.14
13,4,0,3,21.31,8,0,20,0,21.31
14,5,0,0,8.64,9,0,20,0,8.64
15,5,0,1,19.67,10,0,20,0,19.67
16,6,0,0,13.03,11,0,20,0,13.03
17,6,0,1,14.22,12,0,20,0,14.22
18,6,0,2,19.34,13,0,20,0,19.34
19,6,0,3,5.91,14,0,20,0,5.91
20,5,0,2,19.32,15,0,20,0,19.32
