idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,12.08,0,0,20,0,12.08
2,2,0,2,14.58,0,1,20,0,14.58
3,2,0,3,19.73,0,1,20,0,19.73
4,2,0,1,11.26,0,1,20,0,11.26
5,2,0,0,8.04,0,1,20,0,8.04
6,3,0,1,15.47,1,0,20,0,15.47
7,3,0,2,16.73,2,0,20,0,16.73
8,1,0,0,8.65,3,0,20,0,8.65
9,1,0,1,9.12,4,0,20,0,9.12
10,1,0,2,15.64,5,0,20,0,15.64
11,4,0,0,15.4,6,0,20,0,15.4
12,5,0,0,6.55,7,0,20,0,6.55
13,5,0,1,13.5,8,0,20,0,13.5
14,6,0,0,7.36,9,0,20,0,7.36
15,1,0,3,16.61,10,0,20,0,16.61
16,6,0,1,9.35,11,0,20,0,9.35
17,3,0,3,18.01,12,0,20,0,18.01
18,1,0,4,17.67,13,0,20,0,17.67
19,3,0,4,19.11,14,0,20,0,19.11
20,5,0,2,15.22,15,0,20,0,15.22
