idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,20.16,0,0,20,0,20.16
2,4,0,1,20.06,0,0,20,0,20.06
3,1,0,0,5.38,0,1,20,0,5.38
4,1,0,2,19.66,0,1,20,0,19.66
5,1,0,1,10.36,0,1,20,0,10.36
6,2,0,0,10.62,1,0,20,0,10.62
7,2,0,1,14.37,2,0,20,0,14.37
8,3,0,0,8.56,3,0,20,0,8.56
9,4,0,2,22.63,4,0,20,0,22.63
10,1,0,3,21.57,5,0,20,0,21.57
11,3,0,1,11.74,6,0,20,0,11.74
12,2,0,2,14.7,7,0,20,0,14.7
13,2,0,3,17.88,8,0,20,0,17.88
14,3,0,2,13.58,9,0,20,0,13.58
15,2,0,4,18.53,10,0,20,0,18.53
16,3,0,3,17.04,11,0,20,0,17.04
17,5,0,0,6.87,12,0,20,0,6.87
18,4,0,3,23.44,13,0,20,0,23.44
19,5,0,1,15.39,14,0,20,0,15.39
20,6,0,0,10.9,15,0,20,0,10.9
