idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,2,14.55,0,1,20,0,14.55
2,6,0,0,15.06,0,0,20,0,15.06
3,3,0,1,11.57,0,1,20,0,11.57
4,6,0,1,22.9,0,0,20,0,22.9
5,3,0,0,5.97,0,0,20,0,5.97
6,1,0,0,8.81,1,0,20,0,8.81
7,1,0,1,14.1,2,0,20,0,14.1
8,2,0,0,17.18,3,0,20,0,17.18
9,2,0,1,19.45,4,0,20,0,19.45
10,4,0,0,14.06,5,0,20,0,14.06
11,2,0,2,20.1,6,0,20,0,20.1
12,2,0,3,22.58,7,0,20,0,22.58
13,5,0,0,5.71,8,0,20,0,5.71
14,5,0,1,8.98,9,0,20,0,8.98
15,3,0,3,17.83,10,0,20,0,17.83
16,3,0,4,22.29,11,0,20,0,22.29
17,1,0,2,15.48,12,0,20,0,15.48
18,5,0,2,11.21,13,0,20,0,11.21
19,1,0,3,20.22,14,0,20,0,20.22
20,4,0,1,15.04,15,0,20,0,15.04
