idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,18.35,0,0,20,0,18.35
2,2,0,3,14.43,0,1,20,0,14.43
3,2,0,2,11.65,0,1,20,0,11.65
4,2,0,1,10.44,0,0,20,0,10.44
5,2,0,4,17.74,0,1,20,0,17.74
6,1,0,0,6.23,1,0,20,0,6.23
7,1,0,1,16.87,2,0,20,0,16.87
8,3,0,0,14.07,3,0,20,0,14.07
9,3,0,1,14.39,4,0,20,0,14.39
10,1,0,2,22.0,5,0,20,0,22.0
11,4,0,0,9.22,6,0,20,0,9.22
12,3,0,2,16.0,7,0,20,0,16.0
13,4,0,1,12.71,8,0,20,0,12.71
14,4,0,2,13.08,9,0,20,0,13.08
15,3,0,3,20.54,10,0,20,0,20.54
16,3,0,4,21.25,11,0,20,0,21.25
17,4,0,3,15.3,12,0,20,0,15.3
18,4,0,4,15.33,13,0,20,0,15.33
19,5,0,0,6.4,14,0,20,0,6.4
20,5,0,1,10.11,15,0,20,0,10.11
