idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,6.11,0,0,20,0,6.11
2,6,0,1,12.18,0,0,20,0,12.18
3,6,0,3,14.43,0,1,20,0,14.43
4,6,0,2,12.59,0,0,20,0,12.59
5,3,0,0,7.17,0,0,20,0,7.17
6,3,0,1,10.84,1,0,20,0,10.84
7,1,0,0,5.9,2,0,20,0,5.9
8,1,0,1,20.29,3,0,20,0,20.29
9,2,0,0,20.48,4,0,20,0,20.48
10,3,0,2,16.49,5,0,20,0,16.49
11,4,0,0,5.88,6,0,20,0,5.88
12,5,0,0,5.23,7,0,20,0,5.23
13,4,0,1,17.35,8,0,20,0,17.35
14,5,0,1,7.39,9,0,20,0,7.39
15,5,0,2,13.67,10,0,20,0,13.67
16,4,0,2,17.53,11,0,20,0,17.53
17,4,0,3,19.58,12,0,20,0,19.58
18,5,0,3,13.54,13,0,20,0,13.54
19,5,0,4,6.33,14,0,20,0,6.33
20,6,0,4,15.2,15,0,20,0,15.2
