idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,3,22.48,0,1,20,0,22.48
2,4,0,0,15.11,0,0,20,0,15.11
3,3,0,0,8.79,0,0,20,0,8.79
4,3,0,1,17.31,0,0,20,0,17.31
5,3,0,2,22.29,0,1,20,0,22.29
6,1,0,0,6.42,1,0,20,0,6.42
7,4,0,1,18.22,2,0,20,0,18.22
8,1,0,1,14.54,3,0,20,0,14.54
9,2,0,0,13.76,4,0,20,0,13.76
10,4,0,2,21.25,5,0,20,0,21.25
11,1,0,2,20.7,6,0,20,0,20.7
12,5,0,0,12.54,7,0,20,0,12.54
13,2,0,1,17.69,8,0,20,0,17.69
14,2,0,2,19.96,9,0,20,0,19.96
15,6,0,0,7.93,10,0,20,0,7.93
16,6,0,1,5.51,11,0,20,0,5.51
17,3,0,4,23.83,12,0,20,0,23.83
18,4,0,3,22.64,13,0,20,0,22.64
19,4,0,4,23.32,14,0,20,0,23.32
20,6,0,2,8.08,15,0,20,0,8.08
