idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,2,10.49,3,310.49,0,1,20
2,5,0,0,11.23,0,11.23,0,0,20
3,2,0,4,6.46,2,206.46,0,1,20
4,5,0,1,14.11,0,14.11,0,1,20
5,2,0,3,20.48,1,120.48,0,1,20
6,2,0,2,11.67,1,111.67,0,1,20
7,6,0,0,18.07,2,218.07,0,0,20
8,6,0,1,23.18,2,223.18,0,0,20
9,2,0,0,5.34,0,5.34,0,0,20
10,2,0,1,13.93,0,13.93,0,1,20
11,5,0,2,14.12,0,14.12,1,0,20
12,6,0,3,20.2,3,320.2,2,0,20
13,5,0,3,8.77,3,308.77,3,0,20
14,1,0,0,17.17,1,117.17,4,0,20
15,1,0,1,20.99,2,220.99,5,0,20
