idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,4,18.14,0,18.14,0,1,20
2,3,0,0,9.31,3,309.31,0,0,20
3,3,0,1,13.88,3,313.88,0,0,20
4,1,0,0,18.93,3,318.93,0,0,20
5,6,0,0,11.07,1,111.07,0,0,20
6,1,0,1,18.51,3,318.51,0,0,20
7,1,0,2,6.19,2,206.19,0,0,20
8,6,0,2,19.33,2,219.32999999999998,0,1,20
9,6,0,1,9.83,2,209.83,0,1,20
10,1,0,3,9.78,0,9.78,0,0,20
11,2,0,0,20.85,3,320.85,1,0,20
12,3,0,2,16.46,3,316.46,2,0,20
13,4,0,0,11.1,2,211.1,3,0,20
14,4,0,1,21.89,2,221.89,4,0,20
15,5,0,0,17.15,1,117.15,5,0,20
