idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,5.27,2,205.27,0,0,20
2,1,0,0,11.09,2,211.09,0,0,20
3,5,0,1,9.66,2,209.66,0,0,20
4,5,0,4,18.91,2,218.91,0,1,20
5,6,0,2,18.45,0,18.45,0,1,20
6,5,0,2,20.45,1,120.45,0,0,20
7,1,0,1,20.44,3,320.44,0,0,20
8,5,0,3,8.49,2,208.49,0,1,20
9,6,0,0,11.42,0,11.42,0,1,20
10,6,0,1,15.06,0,15.06,0,1,20
11,6,0,3,23.01,0,23.01,1,0,20
12,6,0,4,21.75,1,121.75,2,0,20
13,2,0,0,10.18,0,10.18,3,0,20
14,2,0,1,13.65,3,313.65,4,0,20
15,3,0,0,9.73,2,209.73,5,0,20
