idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,15.19,1,115.19,0,0,20
2,4,0,1,9.09,0,9.09,0,1,20
3,3,0,3,17.21,3,317.21,0,1,20
4,3,0,0,13.66,2,213.66,0,0,20
5,3,0,1,13.91,2,213.91,0,0,20
6,6,0,1,8.59,2,208.59,0,0,20
7,6,0,2,12.11,0,12.11,0,0,20
8,3,0,2,17.18,2,217.18,0,1,20
9,4,0,0,5.2,0,5.2,0,1,20
10,6,0,3,11.39,0,11.39,0,0,20
11,4,0,2,6.29,3,306.29,1,0,20
12,4,0,3,8.26,3,308.26,2,0,20
13,1,0,0,8.47,2,208.47,3,0,20
14,2,0,0,19.64,0,19.64,4,0,20
15,2,0,1,19.73,1,119.73,5,0,20
