idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,15.43,0,15.43,0,0,20
2,5,0,0,18.11,0,18.11,0,0,20
3,5,0,3,16.2,3,316.2,0,1,20
4,1,0,0,14.3,3,314.3,0,0,20
5,1,0,1,7.4,3,307.4,0,0,20
6,1,0,2,6.79,2,206.79,0,0,20
7,1,0,3,23.45,1,123.45,0,0,20
8,1,0,4,8.34,1,108.34,0,0,20
9,5,0,2,23.72,2,223.72,0,1,20
10,5,0,1,21.54,2,221.54,0,1,20
11,2,0,1,23.86,3,323.86,1,0,20
12,3,0,0,19.53,2,219.53,2,0,20
13,4,0,0,12.03,1,112.03,3,0,20
14,6,0,0,18.77,0,18.77,4,0,20
15,4,0,1,9.71,2,209.71,5,0,20
