idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,19.75,2,219.75,0,0,20
2,2,0,0,20.02,0,20.02,0,0,20
3,1,0,4,5.45,2,205.45,0,1,20
4,1,0,0,6.95,0,6.95,0,1,20
5,3,0,2,6.08,3,306.08,0,1,20
6,2,0,1,9.69,2,209.69,0,0,20
7,1,0,3,10.53,1,110.53,0,1,20
8,1,0,1,12.24,0,12.24,0,1,20
9,1,0,2,12.51,0,12.51,0,1,20
10,3,0,1,19.68,2,219.68,0,0,20
11,4,0,0,11.26,0,11.26,1,0,20
12,2,0,2,21.62,2,221.62,2,0,20
13,4,0,1,13.88,1,113.88,3,0,20
14,4,0,2,21.8,1,121.8,4,0,20
15,5,0,0,8.44,1,108.44,5,0,20
