idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,14.98,0,14.98,0,0,20
2,1,0,3,7.12,1,107.12,0,1,20
3,1,0,4,15.01,2,215.01,0,1,20
4,1,0,2,20.12,0,20.12,0,1,20
5,3,0,1,17.3,1,117.3,0,0,20
6,1,0,0,19.33,0,19.33,0,0,20
7,3,0,2,13.7,3,313.7,0,0,20
8,5,0,1,17.24,0,17.24,0,1,20
9,5,0,0,12.26,0,12.26,0,0,20
10,1,0,1,19.43,0,19.43,0,0,20
11,2,0,0,9.98,3,309.98,1,0,20
12,4,0,0,17.92,0,17.92,2,0,20
13,4,0,1,21.99,2,221.99,3,0,20
14,5,0,2,23.84,0,23.84,4,0,20
15,5,0,3,17.74,1,117.74,5,0,20
