idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,15.37,2,215.37,0,0,20
2,5,0,4,16.61,1,116.61,0,1,20
3,3,0,1,17.62,2,217.62,0,1,20
4,5,0,3,15.46,1,115.46000000000001,0,1,20
5,5,0,2,11.19,1,111.19,0,1,20
6,2,0,0,17.49,2,217.49,0,0,20
7,5,0,0,18.27,3,318.27,0,0,20
8,5,0,1,10.84,1,110.84,0,0,20
9,3,0,2,12.52,3,312.52,0,1,20
10,3,0,3,23.02,3,323.02,0,1,20
11,1,0,0,22.83,1,122.83,1,0,20
12,1,0,1,12.33,2,212.33,2,0,20
13,2,0,1,9.92,3,309.92,3,0,20
14,4,0,0,21.48,0,21.48,4,0,20
15,6,0,0,16.0,0,16.0,5,0,20
