idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,2,18.62,2,218.62,0,1,20
2,4,0,0,5.59,1,105.59,0,0,20
3,1,0,0,16.38,2,216.38,0,0,20
4,1,0,1,14.41,2,214.41,0,0,20
5,3,0,1,6.72,1,106.72,0,1,20
6,3,0,0,7.16,0,7.16,0,1,20
7,4,0,1,9.08,0,9.08,0,0,20
8,4,0,3,11.76,1,111.76,0,1,20
9,4,0,2,9.34,0,9.34,0,0,20
10,4,0,4,12.87,2,212.87,0,1,20
11,3,0,2,19.62,2,219.62,1,0,20
12,2,0,0,21.2,1,121.2,2,0,20
13,3,0,3,11.05,3,311.05,3,0,20
14,2,0,1,17.42,2,217.42000000000002,4,0,20
15,5,0,0,14.93,0,14.93,5,0,20
