idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,4,20.94,0,1,20,0,20.94
2,3,0,0,15.72,0,0,20,0,15.72
3,1,0,1,21.01,0,1,20,0,21.01
4,3,0,2,19.32,0,1,20,0,19.32
5,3,0,1,18.24,0,1,20,0,18.24
6,1,0,0,13.29,0,0,20,0,13.29
7,3,0,3,20.64,0,1,20,0,20.64
8,2,0,0,13.58,1,0,20,0,13.58
9,4,0,0,6.84,2,0,20,0,6.84
10,2,0,1,17.49,3,0,20,0,17.49
11,5,0,0,6.58,4,0,20,0,6.58
12,4,0,1,7.73,5,0,20,0,7.73
13,1,0,2,21.7,6,0,20,0,21.7
14,2,0,2,21.22,7,0,20,0,21.22
15,4,0,2,9.66,8,0,20,0,9.66
16,4,0,3,20.8,9,0,20,0,20.8
17,1,0,3,21.86,10,0,20,0,21.86
18,5,0,1,7.33,11,0,20,0,7.33
19,5,0,2,10.49,12,0,20,0,10.49
20,5,0,3,12.31,13,0,20,0,12.31
21,5,0,4,12.47,14,0,20,0,12.47
22,1,0,4,22.85,15,0,20,0,22.85
23,6,0,0,14.59,16,0,20,0,14.59
