idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,19.08,0,0,20,0,19.08
2,3,0,0,5.06,0,0,20,0,5.06
3,6,0,1,22.15,0,0,20,0,22.15
4,3,0,1,8.65,0,1,20,0,8.65
5,3,0,4,21.87,0,1,20,0,21.87
6,3,0,2,18.01,0,1,20,0,18.01
7,3,0,3,18.35,0,1,20,0,18.35
8,1,0,0,16.39,1,0,20,0,16.39
9,1,0,1,18.12,2,0,20,0,18.12
10,2,0,0,6.84,3,0,20,0,6.84
11,2,0,1,14.58,4,0,20,0,14.58
12,4,0,0,11.79,5,0,20,0,11.79
13,1,0,2,19.64,6,0,20,0,19.64
14,1,0,3,23.06,7,0,20,0,23.06
15,2,0,2,14.88,8,0,20,0,14.88
16,4,0,1,13.46,9,0,20,0,13.46
17,5,0,0,8.95,10,0,20,0,8.95
18,2,0,3,15.26,11,0,20,0,15.26
19,2,0,4,21.3,12,0,20,0,21.3
20,5,0,1,5.68,13,0,20,0,5.68
21,4,0,2,16.31,14,0,20,0,16.31
22,4,0,3,18.78,15,0,20,0,18.78
23,5,0,2,7.41,16,0,20,0,7.41
