idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,2,21.96,0,1,20,0,21.96
2,1,0,0,13.38,0,0,20,0,13.38
3,4,0,1,15.49,0,2,20,0,15.49
4,6,0,0,15.67,0,0,20,0,15.67
5,4,0,0,15.47,0,0,20,0,15.47
6,6,0,1,17.06,0,0,20,0,17.06
7,6,0,3,23.68,0,1,20,0,23.68
8,1,0,1,20.58,1,0,20,0,20.58
9,2,0,0,19.27,2,0,20,0,19.27
10,2,0,1,19.47,3,0,20,0,19.47
11,3,0,0,5.41,4,0,20,0,5.41
12,1,0,2,21.8,5,0,20,0,21.8
13,3,0,1,5.98,6,0,20,0,5.98
14,2,0,2,21.67,7,0,20,0,21.67
15,1,0,3,23.28,8,0,20,0,23.28
16,4,0,2,17.19,9,0,20,0,17.19
17,3,0,2,11.14,10,0,20,0,11.14
18,4,0,3,18.83,11,0,20,0,18.83
19,5,0,0,9.51,12,0,20,0,9.51
20,5,0,1,7.17,13,0,20,0,7.17
21,4,0,4,19.3,14,0,20,0,19.3
22,2,0,3,22.5,15,0,20,0,22.5
23,5,0,2,6.2,16,0,20,0,6.2
