idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,17.19,0,0,20,0,17.19
2,1,0,1,12.65,0,1,20,0,12.65
3,1,0,3,16.13,0,1,20,0,16.13
4,1,0,0,6.43,0,0,20,0,6.43
5,4,0,1,20.46,0,0,20,0,20.46
6,1,0,2,15.36,0,1,20,0,15.36
7,4,0,2,22.56,0,1,20,0,22.56
8,2,0,0,8.18,1,0,20,0,8.18
9,3,0,0,5.6,2,0,20,0,5.6
10,2,0,1,14.43,3,0,20,0,14.43
11,3,0,1,10.17,4,0,20,0,10.17
12,2,0,2,18.57,5,0,20,0,18.57
13,2,0,3,20.83,6,0,20,0,20.83
14,3,0,2,14.4,7,0,20,0,14.4
15,3,0,3,15.68,8,0,20,0,15.68
16,5,0,0,6.12,9,0,20,0,6.12
17,6,0,0,6.11,10,0,20,0,6.11
18,5,0,1,12.06,11,0,20,0,12.06
19,1,0,4,20.22,12,0,20,0,20.22
20,2,0,4,21.8,13,0,20,0,21.8
21,6,0,1,8.36,14,0,20,0,8.36
22,6,0,2,8.43,15,0,20,0,8.43
23,4,0,3,23.57,16,0,20,0,23.57
