idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,4,19.51,0,1,20,0,19.51
2,4,0,3,16.63,0,1,20,0,16.63
3,4,0,0,8.07,0,0,20,0,8.07
4,4,0,2,15.6,0,1,20,0,15.6
5,4,0,1,12.68,0,1,20,0,12.68
6,1,0,0,6.21,1,0,20,0,6.21
7,2,0,0,5.19,2,0,20,0,5.19
8,1,0,1,13.42,3,0,20,0,13.42
9,1,0,2,14.93,4,0,20,0,14.93
10,2,0,1,12.9,5,0,20,0,12.9
11,1,0,3,23.17,6,0,20,0,23.17
12,3,0,0,10.44,7,0,20,0,10.44
13,2,0,2,14.59,8,0,20,0,14.59
14,5,0,0,9.36,9,0,20,0,9.36
15,2,0,3,16.77,10,0,20,0,16.77
16,3,0,1,12.8,11,0,20,0,12.8
17,2,0,4,19.07,12,0,20,0,19.07
18,3,0,2,13.0,13,0,20,0,13.0
19,6,0,0,6.54,14,0,20,0,6.54
20,3,0,3,20.45,15,0,20,0,20.45
21,3,0,4,21.23,16,0,20,0,21.23
22,5,0,1,17.76,17,0,20,0,17.76
23,6,0,1,5.75,18,0,20,0,5.75
24,6,0,2,17.27,19,0,20,0,17.27
25,6,0,3,9.74,20,0,20,0,9.74
26,5,0,2,13.15,21,0,20,0,13.15
27,1,0,4,23.72,22,0,20,0,23.72
