idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,7.25,1,0,0,20
2,1,0,1,21.26,2,0,0,20
3,2,0,0,21.39,3,0,0,20
4,2,0,1,21.64,4,0,0,20
5,2,0,2,23.91,5,0,0,20
6,3,0,0,20.94,6,0,0,20
7,4,0,0,16.44,7,0,0,20
8,5,0,0,5.3,8,0,0,20
9,1,0,2,21.39,9,0,0,20
10,4,0,1,19.08,10,0,0,20
11,5,0,1,8.64,11,0,0,20
12,5,0,2,13.65,12,0,0,20
13,1,0,3,23.87,13,0,0,20
14,6,0,0,7.36,14,0,0,20
15,4,0,2,19.66,15,0,0,20
16,6,0,1,5.53,16,0,0,20
17,3,0,1,22.5,17,0,0,20
18,6,0,2,8.11,18,0,0,20
19,6,0,3,11.42,19,0,0,20
20,5,0,3,16.39,20,0,0,20
21,6,0,4,7.63,21,0,0,20
22,5,0,4,13.43,22,0,0,20
23,4,0,3,18.83,23,0,0,20
24,3,0,2,23.17,24,0,0,20
25,4,0,4,12.02,25,0,0,20
