idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,12.35,2,212.35,1,0,20
2,2,0,0,11.73,1,111.73,2,0,20
3,1,0,1,9.27,3,309.27,3,0,20
4,2,0,1,5.29,2,205.29,4,0,20
5,3,0,0,18.95,1,118.95,5,0,20
6,4,0,0,11.1,1,111.1,6,0,20
7,2,0,2,14.84,2,214.84,7,0,20
8,2,0,3,19.02,2,219.02,8,0,20
9,3,0,1,6.32,3,306.32,9,0,20
10,4,0,1,20.13,1,120.13,10,0,20
11,5,0,0,19.24,0,19.24,11,0,20
12,5,0,1,5.77,1,105.77,12,0,20
13,6,0,0,6.8,0,6.8,13,0,20
14,6,0,1,15.72,0,15.72,14,0,20
15,6,0,2,10.48,0,10.48,15,0,20
16,5,0,2,13.53,1,113.53,16,0,20
17,1,0,2,16.58,3,316.58,17,0,20
18,6,0,3,10.87,0,10.87,18,0,20
19,1,0,3,23.93,3,323.93,19,0,20
20,6,0,4,11.33,1,111.33,20,0,20
21,4,0,2,8.64,2,208.64,21,0,20
22,5,0,3,13.06,0,13.06,22,0,20
23,3,0,2,12.89,3,312.89,23,0,20
24,5,0,4,20.63,1,120.63,24,0,20
25,4,0,3,18.39,0,18.39,25,0,20
