idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,21.41,0,0,20,0,21.41
2,6,0,0,13.94,0,0,20,0,13.94
3,2,0,1,20.86,0,0,20,0,20.86
4,1,0,0,8.51,0,0,20,0,8.51
5,6,0,1,15.53,0,0,20,0,15.53
6,1,0,1,16.82,1,0,20,0,16.82
7,2,0,2,23.77,2,0,20,0,23.77
8,1,0,2,22.0,3,0,20,0,22.0
9,3,0,0,19.03,4,0,20,0,19.03
10,3,0,1,20.46,5,0,20,0,20.46
11,1,0,3,22.85,6,0,20,0,22.85
12,4,0,0,8.01,7,0,20,0,8.01
13,5,0,0,5.78,8,0,20,0,5.78
14,4,0,1,8.41,9,0,20,0,8.41
15,4,0,2,9.77,10,0,20,0,9.77
16,5,0,1,9.13,11,0,20,0,9.13
17,5,0,2,5.19,12,0,20,0,5.19
18,6,0,2,16.18,13,0,20,0,16.18
19,5,0,3,6.59,14,0,20,0,6.59
20,5,0,4,6.05,15,0,20,0,6.05
21,6,0,3,19.62,16,0,20,0,19.62
22,4,0,3,13.8,17,0,20,0,13.8
23,3,0,2,20.85,18,0,20,0,20.85
24,4,0,4,17.01,19,0,20,0,17.01
25,6,0,4,15.1,20,0,20,0,15.1
