idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,2,9.39,0,0,1,20
2,3,0,4,19.59,0,0,1,20
3,3,0,3,9.96,0,0,1,20
4,3,0,0,7.12,0,0,0,20
5,3,0,1,5.28,0,0,0,20
6,1,0,0,21.15,1,0,0,20
7,2,0,0,13.36,2,0,0,20
8,1,0,1,7.37,3,0,0,20
9,1,0,2,10.58,4,0,0,20
10,4,0,0,9.21,5,0,0,20
11,4,0,1,11.51,6,0,0,20
12,2,0,1,19.77,7,0,0,20
13,5,0,0,14.8,8,0,0,20
14,1,0,3,7.22,9,0,0,20
15,2,0,2,6.56,10,0,0,20
16,4,0,2,13.68,11,0,0,20
17,6,0,0,6.38,12,0,0,20
18,5,0,1,21.39,13,0,0,20
19,2,0,3,6.8,14,0,0,20
20,4,0,3,18.12,15,0,0,20
21,2,0,4,14.19,16,0,0,20
22,6,0,1,6.29,17,0,0,20
23,5,0,2,19.73,18,0,0,20
24,1,0,4,14.69,19,0,0,20
25,6,0,2,5.55,20,0,0,20
