idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,3,14.47,0,0,1,20
2,4,0,2,11.17,0,0,1,20
3,4,0,0,6.07,0,0,0,20
4,4,0,4,19.06,0,0,1,20
5,4,0,1,10.57,0,0,1,20
6,1,0,0,7.16,1,0,0,20
7,5,0,0,21.48,2,0,0,20
8,1,0,1,18.04,3,0,0,20
9,5,0,1,21.96,4,0,0,20
10,6,0,0,20.54,5,0,0,20
11,5,0,2,21.63,6,0,0,20
12,5,0,3,21.88,7,0,0,20
13,2,0,0,5.95,8,0,0,20
14,3,0,0,13.53,9,0,0,20
15,3,0,1,15.93,10,0,0,20
16,6,0,1,21.31,11,0,0,20
17,2,0,1,15.84,12,0,0,20
18,2,0,2,10.42,13,0,0,20
19,1,0,2,20.8,14,0,0,20
20,1,0,3,15.57,15,0,0,20
21,2,0,3,8.52,16,0,0,20
22,2,0,4,21.92,17,0,0,20
23,1,0,4,15.26,18,0,0,20
24,3,0,2,6.28,19,0,0,20
25,3,0,3,19.74,20,0,0,20
