idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,3,20.65,0,1,20,0,20.65
2,4,0,4,22.03,0,1,20,0,22.03
3,4,0,2,20.06,0,1,20,0,20.06
4,4,0,1,14.84,0,1,20,0,14.84
5,5,0,0,19.27,0,0,20,0,19.27
6,5,0,1,11.6,0,0,20,0,11.6
7,5,0,4,13.69,0,1,20,0,13.69
8,4,0,0,6.48,0,1,20,0,6.48
9,5,0,2,10.93,0,0,20,0,10.93
10,5,0,3,12.29,0,1,20,0,12.29
11,1,0,0,19.22,1,0,20,0,19.22
12,2,0,0,11.55,2,0,20,0,11.55
13,3,0,0,5.89,3,0,20,0,5.89
14,3,0,1,6.9,4,0,20,0,6.9
15,2,0,1,16.38,5,0,20,0,16.38
16,6,0,0,6.2,6,0,20,0,6.2
17,3,0,2,14.18,7,0,20,0,14.18
18,1,0,1,22.05,8,0,20,0,22.05
19,6,0,1,11.84,9,0,20,0,11.84
20,6,0,2,6.66,10,0,20,0,6.66
21,2,0,2,19.38,11,0,20,0,19.38
22,6,0,3,8.93,12,0,20,0,8.93
23,2,0,3,21.4,13,0,20,0,21.4
