idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,10.15,0,0,20,0,10.15
2,1,0,1,11.73,0,1,20,0,11.73
3,1,0,2,17.47,0,1,20,0,17.47
4,2,0,0,20.73,1,0,20,0,20.73
5,2,0,1,23.51,2,0,20,0,23.51
6,3,0,0,10.04,3,0,20,0,10.04
7,3,0,1,13.49,4,0,20,0,13.49
8,3,0,2,15.4,5,0,20,0,15.4
9,3,0,3,15.64,6,0,20,0,15.64
10,1,0,3,22.81,7,0,20,0,22.81
11,4,0,0,6.98,8,0,20,0,6.98
12,4,0,1,9.69,9,0,20,0,9.69
13,4,0,2,20.01,10,0,20,0,20.01
14,5,0,0,6.46,11,0,20,0,6.46
15,6,0,0,6.23,12,0,20,0,6.23
16,5,0,1,14.29,13,0,20,0,14.29
17,5,0,2,15.09,14,0,20,0,15.09
18,6,0,1,14.53,15,0,20,0,14.53
19,6,0,2,7.67,16,0,20,0,7.67
20,6,0,3,13.72,17,0,20,0,13.72
21,6,0,4,6.63,18,0,20,0,6.63
22,5,0,3,14.34,19,0,20,0,14.34
23,3,0,4,15.66,20,0,20,0,15.66
