idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,15.55,0,1,20,0,15.55
2,5,0,0,8.44,0,0,20,0,8.44
3,5,0,1,12.79,0,1,20,0,12.79
4,1,0,0,8.21,1,0,20,0,8.21
5,1,0,1,23.08,2,0,20,0,23.08
6,2,0,0,10.58,3,0,20,0,10.58
7,3,0,0,8.75,4,0,20,0,8.75
8,2,0,1,11.45,5,0,20,0,11.45
9,2,0,2,20.2,6,0,20,0,20.2
10,3,0,1,14.11,7,0,20,0,14.11
11,3,0,2,19.24,8,0,20,0,19.24
12,4,0,0,15.94,9,0,20,0,15.94
13,4,0,1,16.47,10,0,20,0,16.47
14,4,0,2,19.2,11,0,20,0,19.2
15,6,0,0,11.91,12,0,20,0,11.91
16,6,0,1,15.13,13,0,20,0,15.13
17,6,0,2,12.25,14,0,20,0,12.25
18,5,0,3,18.49,15,0,20,0,18.49
19,5,0,4,18.79,16,0,20,0,18.79
20,6,0,3,18.2,17,0,20,0,18.2
21,6,0,4,7.57,18,0,20,0,7.57
22,4,0,3,16.28,19,0,20,0,16.28
23,4,0,4,11.64,20,0,20,0,11.64
