idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,1,17.45,0,1,20,0,17.45
2,3,0,2,19.47,0,1,20,0,19.47
3,3,0,0,15.37,0,0,20,0,15.37
4,3,0,3,22.13,0,1,20,0,22.13
5,3,0,4,23.6,0,1,20,0,23.6
6,1,0,0,7.14,1,0,20,0,7.14
7,2,0,0,5.48,2,0,20,0,5.48
8,1,0,1,9.93,3,0,20,0,9.93
9,1,0,2,20.14,4,0,20,0,20.14
10,2,0,1,7.81,5,0,20,0,7.81
11,2,0,2,17.2,6,0,20,0,17.2
12,4,0,0,16.76,7,0,20,0,16.76
13,5,0,0,15.8,8,0,20,0,15.8
14,1,0,3,21.09,9,0,20,0,21.09
15,6,0,0,5.59,10,0,20,0,5.59
16,6,0,1,8.04,11,0,20,0,8.04
17,6,0,2,8.15,12,0,20,0,8.15
18,1,0,4,21.65,13,0,20,0,21.65
19,5,0,1,8.21,14,0,20,0,8.21
20,2,0,3,23.72,15,0,20,0,23.72
21,5,0,2,10.08,16,0,20,0,10.08
22,4,0,1,19.11,17,0,20,0,19.11
23,6,0,3,5.69,18,0,20,0,5.69
