idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,17.63,0,1,20,0,17.63
2,1,0,1,12.28,0,1,20,0,12.28
3,4,0,0,9.26,0,0,20,0,9.26
4,1,0,3,22.06,0,1,20,0,22.06
5,1,0,0,5.62,0,1,20,0,5.62
6,2,0,0,8.01,1,0,20,0,8.01
7,4,0,1,9.53,2,0,20,0,9.53
8,2,0,1,19.7,3,0,20,0,19.7
9,3,0,0,9.85,4,0,20,0,9.85
10,3,0,1,10.74,5,0,20,0,10.74
11,5,0,0,8.34,6,0,20,0,8.34
12,3,0,2,13.52,7,0,20,0,13.52
13,6,0,0,5.7,8,0,20,0,5.7
14,2,0,2,20.75,9,0,20,0,20.75
15,6,0,1,5.03,10,0,20,0,5.03
16,6,0,2,5.73,11,0,20,0,5.73
17,3,0,3,14.98,12,0,20,0,14.98
18,4,0,2,13.54,13,0,20,0,13.54
19,5,0,1,6.44,14,0,20,0,6.44
20,6,0,3,5.13,15,0,20,0,5.13
21,3,0,4,19.71,16,0,20,0,19.71
22,4,0,3,19.63,17,0,20,0,19.63
23,5,0,2,6.3,18,0,20,0,6.3
