idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,13.42,0,0,0,20
2,1,0,1,11.35,0,0,0,20
3,1,0,2,19.86,0,0,0,20
4,1,0,3,19.91,0,0,0,20
5,4,0,0,16.2,0,0,0,20
6,2,0,0,5.87,1,0,0,20
7,4,0,1,19.4,2,0,0,20
8,2,0,1,12.85,3,0,0,20
9,2,0,2,15.67,4,0,0,20
10,1,0,4,22.98,5,0,0,20
11,3,0,0,7.74,6,0,0,20
12,3,0,1,7.96,7,0,0,20
13,4,0,2,20.97,8,0,0,20
14,2,0,3,16.18,9,0,0,20
15,4,0,3,22.25,10,0,0,20
16,5,0,0,6.81,11,0,0,20
17,3,0,2,15.94,12,0,0,20
18,2,0,4,17.81,13,0,0,20
19,5,0,1,13.77,14,0,0,20
20,6,0,0,13.2,15,0,0,20
21,4,0,4,22.56,16,0,0,20
22,6,0,1,13.44,17,0,0,20
23,3,0,3,22.63,18,0,0,20
