idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,4,20.56,0,0,1,20
2,1,0,0,5.43,0,0,1,20
3,1,0,1,5.52,0,0,1,20
4,1,0,3,13.14,0,0,1,20
5,1,0,2,6.25,0,0,1,20
6,2,0,0,22.18,1,0,0,20
7,3,0,0,16.17,2,0,0,20
8,2,0,1,22.68,3,0,0,20
9,4,0,0,12.96,4,0,0,20
10,5,0,0,5.71,5,0,0,20
11,2,0,2,23.71,6,0,0,20
12,3,0,1,17.99,7,0,0,20
13,6,0,0,5.63,8,0,0,20
14,3,0,2,21.71,9,0,0,20
15,4,0,1,20.38,10,0,0,20
16,5,0,1,17.65,11,0,0,20
17,6,0,1,16.21,12,0,0,20
18,4,0,2,21.3,13,0,0,20
19,6,0,2,15.91,14,0,0,20
20,6,0,3,17.24,15,0,0,20
21,3,0,3,22.63,16,0,0,20
22,5,0,2,13.13,17,0,0,20
23,5,0,3,7.81,18,0,0,20
