idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,17.34,1,0,0,20
2,4,0,0,11.87,2,0,0,20
3,1,0,1,23.68,3,0,0,20
4,6,0,0,21.24,4,0,0,20
5,3,0,0,8.75,5,0,0,20
6,4,0,1,13.49,6,0,0,20
7,4,0,2,19.15,7,0,0,20
8,5,0,0,15.73,8,0,0,20
9,3,0,1,15.14,9,0,0,20
10,2,0,0,7.22,10,0,0,20
11,2,0,1,10.98,11,0,0,20
12,1,0,2,8.8,12,0,0,20
13,5,0,1,17.84,13,0,0,20
14,1,0,3,8.44,14,0,0,20
15,4,0,3,23.92,15,0,0,20
16,2,0,2,7.33,16,0,0,20
17,2,0,3,5.0,17,0,0,20
18,3,0,2,15.7,18,0,0,20
19,1,0,4,9.3,19,0,0,20
20,4,0,4,23.96,20,0,0,20
21,2,0,4,10.33,21,0,0,20
22,3,0,3,17.31,22,0,0,20
23,3,0,4,10.14,23,0,0,20
24,5,0,2,23.03,24,0,0,20
25,6,0,1,19.7,25,0,0,20
