idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,11.9,0,0,0,20
2,4,0,1,11.87,0,0,0,20
3,4,0,2,22.89,0,0,1,20
4,2,0,1,10.42,0,0,1,20
5,5,0,3,17.94,0,0,1,20
6,5,0,2,13.25,0,0,1,20
7,2,0,0,6.73,0,0,0,20
8,5,0,0,8.15,0,0,1,20
9,5,0,4,20.6,0,0,1,20
10,5,0,1,11.04,0,0,1,20
11,3,0,0,7.75,1,0,0,20
12,1,0,0,5.35,2,0,0,20
13,2,0,2,20.8,3,0,0,20
14,3,0,1,11.77,4,0,0,20
15,2,0,3,20.81,5,0,0,20
16,3,0,2,19.06,6,0,0,20
17,1,0,1,8.46,7,0,0,20
18,3,0,3,19.45,8,0,0,20
19,1,0,2,7.89,9,0,0,20
20,1,0,3,14.59,10,0,0,20
21,6,0,0,17.25,11,0,0,20
22,1,0,4,9.99,12,0,0,20
23,6,0,1,16.1,13,0,0,20
24,4,0,3,23.58,14,0,0,20
25,6,0,2,11.4,15,0,0,20
