idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,13.27,1,0,20,0,13.27
2,2,0,0,10.87,2,0,20,0,10.87
3,2,0,1,10.99,3,0,20,0,10.99
4,2,0,2,13.08,4,0,20,0,13.08
5,1,0,1,22.97,5,0,20,0,22.97
6,3,0,0,5.37,6,0,20,0,5.37
7,2,0,3,14.06,7,0,20,0,14.06
8,3,0,1,9.93,8,0,20,0,9.93
9,3,0,2,17.8,9,0,20,0,17.8
10,4,0,0,10.94,10,0,20,0,10.94
11,5,0,0,9.64,11,0,20,0,9.64
12,5,0,1,10.03,12,0,20,0,10.03
13,6,0,0,6.31,13,0,20,0,6.31
14,3,0,3,21.02,14,0,20,0,21.02
15,3,0,4,21.85,15,0,20,0,21.85
16,2,0,4,17.44,16,0,20,0,17.44
17,4,0,1,18.65,17,0,20,0,18.65
18,6,0,1,5.29,18,0,20,0,5.29
19,5,0,2,18.59,19,0,20,0,18.59
20,4,0,2,22.39,20,0,20,0,22.39
