idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,21.4,1,0,20,0,21.4
2,2,0,0,9.09,2,0,20,0,9.09
3,1,0,1,22.31,3,0,20,0,22.31
4,2,0,1,15.89,4,0,20,0,15.89
5,1,0,2,22.68,5,0,20,0,22.68
6,3,0,0,5.05,6,0,20,0,5.05
7,3,0,1,12.85,7,0,20,0,12.85
8,3,0,2,14.4,8,0,20,0,14.4
9,2,0,2,17.29,9,0,20,0,17.29
10,3,0,3,16.7,10,0,20,0,16.7
11,2,0,3,20.26,11,0,20,0,20.26
12,4,0,0,6.87,12,0,20,0,6.87
13,2,0,4,20.72,13,0,20,0,20.72
14,1,0,3,23.65,14,0,20,0,23.65
15,4,0,1,7.52,15,0,20,0,7.52
16,3,0,4,20.59,16,0,20,0,20.59
17,5,0,0,6.89,17,0,20,0,6.89
18,6,0,0,5.43,18,0,20,0,5.43
19,4,0,2,12.97,19,0,20,0,12.97
20,4,0,3,17.26,20,0,20,0,17.26
