idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,5.83,1,0,20,0,5.83
2,2,0,0,5.49,2,0,20,0,5.49
3,1,0,1,21.99,3,0,20,0,21.99
4,2,0,1,9.44,4,0,20,0,9.44
5,1,0,2,23.41,5,0,20,0,23.41
6,3,0,0,9.19,6,0,20,0,9.19
7,2,0,2,22.25,7,0,20,0,22.25
8,3,0,1,19.32,8,0,20,0,19.32
9,4,0,0,5.64,9,0,20,0,5.64
10,2,0,3,22.93,10,0,20,0,22.93
11,4,0,1,10.67,11,0,20,0,10.67
12,4,0,2,16.96,12,0,20,0,16.96
13,5,0,0,10.79,13,0,20,0,10.79
14,3,0,2,21.66,14,0,20,0,21.66
15,5,0,1,11.22,15,0,20,0,11.22
16,3,0,3,22.38,16,0,20,0,22.38
17,1,0,3,23.58,17,0,20,0,23.58
18,6,0,0,8.86,18,0,20,0,8.86
19,5,0,2,13.99,19,0,20,0,13.99
20,5,0,3,16.39,20,0,20,0,16.39
