idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,22.1,22.1,1,4,0,1,20,0,0,0
2,23.97,23.97,0,5,0,0,20,0,0,0
3,21.13,21.13,0,4,0,0,20,0,0,0
4,10.08,10.08,0,5,0,1,20,0,0,0
5,8.53,8.53,0,5,0,2,20,0,0,0
6,11.58,11.58,1,5,0,4,20,0,0,0
7,11.07,11.07,0,5,0,3,20,0,0,0
8,14.24,14.24,0,1,0,0,20,1,0,0
9,18.93,18.93,0,1,0,1,20,2,0,0
10,5.83,5.83,0,2,0,0,20,3,0,0
11,16.45,16.45,0,2,0,1,20,4,0,0
12,5.41,5.41,0,3,0,0,20,5,0,0
13,20.09,20.09,0,6,0,0,20,6,0,0
14,20.28,20.28,0,6,0,1,20,7,0,0
15,7.26,7.26,0,3,0,1,20,8,0,0
16,22.29,22.29,0,4,0,2,20,9,0,0
17,20.28,20.28,0,6,0,2,20,10,0,0
18,7.91,7.91,0,1,0,2,20,11,0,0
19,16.32,16.32,0,1,0,3,20,12,0,0
20,9.74,9.74,0,3,0,2,20,13,0,0
21,24.0,24.0,0,4,0,3,20,14,0,0
22,17.19,17.19,0,2,0,2,20,15,0,0
23,10.43,10.43,0,3,0,3,20,16,0,0
24,23.72,23.72,0,3,0,4,20,17,0,0
25,10.0,10.0,0,1,0,4,20,18,0,0
