idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,9.61,9.61,0,2,0,0,20,0,0,0
2,15.02,15.02,1,2,0,2,20,0,0,0
3,22.79,22.79,1,4,0,3,20,0,0,0
4,22.37,22.37,1,4,0,2,20,0,0,0
5,19.57,19.57,0,4,0,0,20,0,0,0
6,21.6,21.6,0,4,0,1,20,0,0,0
7,14.79,14.79,0,2,0,1,20,0,0,0
8,14.9,14.9,0,6,0,0,20,1,0,0
9,14.74,14.74,0,6,0,1,20,2,0,0
10,5.82,5.82,0,1,0,0,20,3,0,0
11,15.91,15.91,0,6,0,2,20,4,0,0
12,7.86,7.86,0,1,0,1,20,5,0,0
13,9.11,9.11,0,1,0,2,20,6,0,0
14,7.63,7.63,0,3,0,0,20,7,0,0
15,13.45,13.45,0,1,0,3,20,8,0,0
16,17.64,17.64,0,6,0,3,20,9,0,0
17,8.56,8.56,0,3,0,1,20,10,0,0
18,11.11,11.11,0,5,0,0,20,11,0,0
19,21.85,21.85,0,6,0,4,20,12,0,0
20,15.26,15.26,0,2,0,3,20,13,0,0
21,9.72,9.72,0,1,0,4,20,14,0,0
22,5.84,5.84,0,3,0,2,20,15,0,0
23,7.33,7.33,0,3,0,3,20,16,0,0
24,15.72,15.72,0,3,0,4,20,17,0,0
25,13.67,13.67,0,5,0,1,20,18,0,0
