idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,22.76,22.76,1,6,0,1,20,0,0,0
2,13.72,13.72,1,5,0,2,20,0,0,0
3,16.54,16.54,1,5,0,4,20,0,0,0
4,5.53,5.53,0,5,0,0,20,0,0,0
5,20.2,20.2,0,6,0,0,20,0,0,0
6,9.81,9.81,1,5,0,1,20,0,0,0
7,14.4,14.4,1,5,0,3,20,0,0,0
8,9.29,9.29,0,3,0,0,20,1,0,0
9,11.22,11.22,0,3,0,1,20,2,0,0
10,21.7,21.7,0,3,0,2,20,3,0,0
11,13.52,13.52,0,4,0,0,20,4,0,0
12,19.88,19.88,0,3,0,3,20,5,0,0
13,13.53,13.53,0,4,0,1,20,6,0,0
14,8.83,8.83,0,1,0,0,20,7,0,0
15,20.49,20.49,0,4,0,2,20,8,0,0
16,15.04,15.04,0,1,0,1,20,9,0,0
17,16.8,16.8,0,1,0,2,20,10,0,0
18,9.64,9.64,0,1,0,3,20,11,0,0
19,19.14,19.14,0,1,0,4,20,12,0,0
20,7.35,7.35,0,2,0,0,20,13,0,0
21,17.75,17.75,0,2,0,1,20,14,0,0
22,7.11,7.11,0,2,0,2,20,15,0,0
23,5.88,5.88,0,2,0,3,20,16,0,0
24,20.45,20.45,0,2,0,4,20,17,0,0
25,7.73,7.73,0,3,0,4,20,18,0,0
