idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,2,20.1,0,0,1,20
2,2,0,0,6.7,0,0,0,20
3,2,0,1,9.48,0,0,1,20
4,6,0,0,11.27,0,0,0,20
5,6,0,1,10.94,0,0,0,20
6,1,0,0,6.11,0,0,0,20
7,2,0,2,10.39,0,0,1,20
8,5,0,0,11.49,1,0,0,20
9,1,0,1,10.24,2,0,0,20
10,5,0,1,13.6,3,0,0,20
11,6,0,3,20.52,4,0,0,20
12,4,0,0,8.16,5,0,0,20
13,6,0,4,22.16,6,0,0,20
14,5,0,2,14.98,7,0,0,20
15,2,0,3,12.07,8,0,0,20
16,5,0,3,15.09,9,0,0,20
17,5,0,4,16.71,10,0,0,20
18,3,0,0,6.28,11,0,0,20
19,2,0,4,21.97,12,0,0,20
20,1,0,2,21.35,13,0,0,20
21,4,0,1,19.46,14,0,0,20
22,3,0,1,8.83,15,0,0,20
23,3,0,2,14.16,16,0,0,20
24,3,0,3,5.42,17,0,0,20
25,3,0,4,15.03,18,0,0,20
