idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,13.8,13.8,1,2,0,3,20,0,0,0
2,5.27,5.27,0,2,0,0,20,0,0,0
3,5.13,5.13,0,5,0,0,20,0,0,0
4,6.43,6.43,1,5,0,1,20,0,0,0
5,7.42,7.42,1,2,0,1,20,0,0,0
6,15.26,15.26,1,2,0,4,20,0,0,0
7,8.75,8.75,1,2,0,2,20,0,0,0
8,20.39,20.39,0,6,0,0,20,1,0,0
9,9.58,9.58,0,3,0,0,20,2,0,0
10,15.08,15.08,0,3,0,1,20,3,0,0
11,5.28,5.28,0,1,0,0,20,4,0,0
12,6.71,6.71,0,1,0,1,20,5,0,0
13,21.04,21.04,0,6,0,1,20,6,0,0
14,22.26,22.26,0,6,0,2,20,7,0,0
15,17.79,17.79,0,3,0,2,20,8,0,0
16,21.92,21.92,0,3,0,3,20,9,0,0
17,5.65,5.65,0,1,0,2,20,10,0,0
18,8.15,8.15,0,1,0,3,20,11,0,0
19,16.77,16.77,0,4,0,0,20,12,0,0
20,22.82,22.82,0,3,0,4,20,13,0,0
21,19.62,19.62,0,4,0,1,20,14,0,0
22,16.32,16.32,0,1,0,4,20,15,0,0
23,20.62,20.62,0,4,0,2,20,16,0,0
24,23.74,23.74,0,6,0,3,20,17,0,0
25,23.09,23.09,0,4,0,3,20,18,0,0
