idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,11.31,11.31,0,2,0,0,20,0,0,0
2,8.0,8.0,1,1,0,1,20,0,0,0
3,8.9,8.9,0,6,0,0,20,0,0,0
4,14.19,14.19,0,2,0,1,20,0,0,0
5,19.55,19.55,0,2,0,2,20,0,0,0
6,10.84,10.84,0,6,0,1,20,0,0,0
7,7.37,7.37,1,1,0,0,20,0,0,0
8,23.69,23.69,0,2,0,3,20,1,0,0
9,15.5,15.5,0,6,0,2,20,2,0,0
10,9.05,9.05,0,1,0,2,20,3,0,0
11,22.83,22.83,0,6,0,3,20,4,0,0
12,10.7,10.7,0,5,0,0,20,5,0,0
13,16.24,16.24,0,5,0,1,20,6,0,0
14,14.8,14.8,0,1,0,3,20,7,0,0
15,22.3,22.3,0,5,0,2,20,8,0,0
16,22.15,22.15,0,5,0,3,20,9,0,0
17,18.46,18.46,0,1,0,4,20,10,0,0
18,6.83,6.83,0,3,0,0,20,11,0,0
19,5.96,5.96,0,3,0,1,20,12,0,0
20,11.43,11.43,0,3,0,2,20,13,0,0
21,12.18,12.18,0,3,0,3,20,14,0,0
22,12.06,12.06,0,4,0,0,20,15,0,0
23,7.82,7.82,0,4,0,1,20,16,0,0
24,21.6,21.6,0,5,0,4,20,17,0,0
25,16.67,16.67,0,3,0,4,20,18,0,0
