idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,15.26,15.26,0,6,0,0,20,0,0,0
2,20.03,20.03,0,6,0,1,20,0,0,0
3,13.41,13.41,0,6,0,2,20,0,0,0
4,6.08,6.08,0,4,0,0,20,0,0,0
5,18.17,18.17,1,6,0,3,20,0,0,0
6,23.71,23.71,0,4,0,1,20,0,0,0
7,18.69,18.69,1,6,0,4,20,0,0,0
8,11.06,11.06,0,1,0,0,20,1,0,0
9,7.51,7.51,0,1,0,1,20,2,0,0
10,12.5,12.5,0,3,0,0,20,3,0,0
11,23.47,23.47,0,3,0,1,20,4,0,0
12,20.57,20.57,0,5,0,0,20,5,0,0
13,20.62,20.62,0,5,0,1,20,6,0,0
14,23.81,23.81,0,5,0,2,20,7,0,0
15,6.8,6.8,0,2,0,0,20,8,0,0
16,12.71,12.71,0,1,0,2,20,9,0,0
17,19.73,19.73,0,1,0,3,20,10,0,0
18,5.49,5.49,0,2,0,1,20,11,0,0
19,5.51,5.51,0,2,0,2,20,12,0,0
20,22.63,22.63,0,1,0,4,20,13,0,0
21,12.89,12.89,0,2,0,3,20,14,0,0
22,14.98,14.98,0,3,0,2,20,15,0,0
23,15.06,15.06,0,3,0,3,20,16,0,0
24,15.51,15.51,0,3,0,4,20,17,0,0
25,16.01,16.01,0,2,0,4,20,18,0,0
