idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,12.38,12.38,0,6,0,0,20,0,0,0
2,17.79,17.79,1,6,0,2,20,0,0,0
3,8.42,8.42,0,1,0,0,20,0,0,0
4,17.37,17.37,1,1,0,1,20,0,0,0
5,22.05,22.05,1,6,0,4,20,0,0,0
6,12.56,12.56,1,6,0,1,20,0,0,0
7,18.15,18.15,1,6,0,3,20,0,0,0
8,10.58,10.58,0,4,0,0,20,1,0,0
9,18.05,18.05,0,1,0,2,20,2,0,0
10,12.2,12.2,0,4,0,1,20,3,0,0
11,10.61,10.61,0,2,0,0,20,4,0,0
12,15.59,15.59,0,4,0,2,20,5,0,0
13,13.69,13.69,0,5,0,0,20,6,0,0
14,12.11,12.11,0,2,0,1,20,7,0,0
15,9.45,9.45,0,3,0,0,20,8,0,0
16,13.58,13.58,0,2,0,2,20,9,0,0
17,6.18,6.18,0,3,0,1,20,10,0,0
18,13.84,13.84,0,5,0,1,20,11,0,0
19,5.32,5.32,0,3,0,2,20,12,0,0
20,23.78,23.78,0,1,0,3,20,13,0,0
21,10.68,10.68,0,2,0,3,20,14,0,0
22,17.31,17.31,0,4,0,3,20,15,0,0
23,18.51,18.51,0,4,0,4,20,16,0,0
24,13.12,13.12,0,2,0,4,20,17,0,0
25,22.43,22.43,0,5,0,2,20,18,0,0
