idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,6.75,6.75,0,3,0,0,20,0,0,0
2,10.76,10.76,1,3,0,1,20,0,0,0
3,17.7,17.7,1,5,0,4,20,0,0,0
4,17.14,17.14,1,5,0,3,20,0,0,0
5,11.19,11.19,0,5,0,0,20,0,0,0
6,14.51,14.51,0,5,0,1,20,0,0,0
7,10.33,10.33,0,5,0,2,20,0,0,0
8,7.78,7.78,0,2,0,0,20,1,0,0
9,10.11,10.11,0,4,0,0,20,2,0,0
10,13.41,13.41,0,4,0,1,20,3,0,0
11,10.15,10.15,0,2,0,1,20,4,0,0
12,13.97,13.97,0,4,0,2,20,5,0,0
13,13.22,13.22,0,3,0,2,20,6,0,0
14,17.64,17.64,0,4,0,3,20,7,0,0
15,16.79,16.79,0,4,0,4,20,8,0,0
16,15.29,15.29,0,6,0,0,20,9,0,0
17,14.22,14.22,0,3,0,3,20,10,0,0
18,23.35,23.35,0,6,0,1,20,11,0,0
19,15.38,15.38,0,3,0,4,20,12,0,0
20,5.42,5.42,0,1,0,0,20,13,0,0
21,8.77,8.77,0,1,0,1,20,14,0,0
22,8.9,8.9,0,1,0,2,20,15,0,0
23,6.36,6.36,0,1,0,3,20,16,0,0
24,10.77,10.77,0,2,0,2,20,17,0,0
25,12.43,12.43,0,1,0,4,20,18,0,0
