idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,17.38,17.38,1,1,0,2,20,0,0,0
2,19.29,19.29,0,3,0,0,20,0,0,0
3,22.89,22.89,0,3,0,1,20,0,0,0
4,5.07,5.07,0,2,0,0,20,0,0,0
5,16.88,16.88,1,1,0,1,20,0,0,0
6,7.87,7.87,1,1,0,0,20,0,0,0
7,17.46,17.46,1,1,0,3,20,0,0,0
8,16.91,16.91,0,2,0,1,20,1,0,0
9,11.84,11.84,0,4,0,0,20,2,0,0
10,10.51,10.51,0,5,0,0,20,3,0,0
11,6.47,6.47,0,4,0,1,20,4,0,0
12,8.85,8.85,0,4,0,2,20,5,0,0
13,20.26,20.26,0,1,0,4,20,6,0,0
14,16.51,16.51,0,5,0,1,20,7,0,0
15,9.99,9.99,0,6,0,0,20,8,0,0
16,15.3,15.3,0,6,0,1,20,9,0,0
17,11.31,11.31,0,4,0,3,20,10,0,0
18,22.96,22.96,0,3,0,2,20,11,0,0
19,17.55,17.55,0,2,0,2,20,12,0,0
20,6.7,6.7,0,4,0,4,20,13,0,0
21,10.32,10.32,0,6,0,2,20,14,0,0
22,18.12,18.12,0,6,0,3,20,15,0,0
23,10.96,10.96,0,5,0,2,20,16,0,0
24,11.06,11.06,0,5,0,3,20,17,0,0
25,15.97,15.97,0,5,0,4,20,18,0,0
