idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,10.92,10.92,1,2,0,2,20,0,0,0
2,19.11,19.11,0,5,0,0,20,0,0,0
3,18.41,18.41,0,5,0,1,20,0,0,0
4,19.85,19.85,0,3,0,0,20,0,0,0
5,10.2,10.2,1,2,0,1,20,0,0,0
6,9.8,9.8,0,2,0,0,20,0,0,0
7,23.06,23.06,0,3,0,1,20,0,0,0
8,21.86,21.86,0,5,0,2,20,1,0,0
9,13.21,13.21,0,2,0,3,20,2,0,0
10,5.55,5.55,0,1,0,0,20,3,0,0
11,14.79,14.79,0,2,0,4,20,4,0,0
12,22.04,22.04,0,5,0,3,20,5,0,0
13,6.24,6.24,0,1,0,1,20,6,0,0
14,23.55,23.55,0,3,0,2,20,7,0,0
15,18.95,18.95,0,1,0,2,20,8,0,0
16,10.45,10.45,0,6,0,0,20,9,0,0
17,14.35,14.35,0,6,0,1,20,10,0,0
18,9.07,9.07,0,1,0,3,20,11,0,0
19,22.02,22.02,0,6,0,2,20,12,0,0
20,9.22,9.22,0,4,0,0,20,13,0,0
21,22.63,22.63,0,6,0,3,20,14,0,0
22,11.7,11.7,0,4,0,1,20,15,0,0
23,9.65,9.65,0,1,0,4,20,16,0,0
24,9.46,9.46,0,4,0,2,20,17,0,0
25,6.53,6.53,0,4,0,3,20,18,0,0
