idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,17.15,17.15,0,6,0,0,20,0,0,0
2,14.78,14.78,0,6,0,1,20,0,0,0
3,12.26,12.26,0,6,0,2,20,0,0,0
4,5.02,5.02,0,5,0,0,20,0,0,0
5,15.34,15.34,0,6,0,3,20,0,0,0
6,22.58,22.58,1,6,0,4,20,0,0,0
7,11.46,11.46,1,5,0,1,20,0,0,0
8,20.05,20.05,0,4,0,0,20,1,0,0
9,9.61,9.61,0,1,0,0,20,2,0,0
10,20.77,20.77,0,4,0,1,20,3,0,0
11,16.98,16.98,0,3,0,0,20,4,0,0
12,22.51,22.51,0,4,0,2,20,5,0,0
13,23.5,23.5,0,4,0,3,20,6,0,0
14,14.32,14.32,0,5,0,2,20,7,0,0
15,23.15,23.15,0,3,0,1,20,8,0,0
16,21.84,21.84,0,5,0,3,20,9,0,0
17,6.78,6.78,0,2,0,0,20,10,0,0
18,20.91,20.91,0,3,0,2,20,11,0,0
19,16.98,16.98,0,1,0,1,20,12,0,0
20,20.05,20.05,0,1,0,2,20,13,0,0
21,15.95,15.95,0,1,0,3,20,14,0,0
22,23.07,23.07,0,3,0,3,20,15,0,0
23,13.65,13.65,0,2,0,1,20,16,0,0
24,15.93,15.93,0,2,0,2,20,17,0,0
25,12.28,12.28,0,2,0,3,20,18,0,0
