idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,19.48,19.48,1,2,0,4,20,0,0,0
2,18.22,18.22,1,2,0,2,20,0,0,0
3,11.99,11.99,0,5,0,0,20,0,0,0
4,18.33,18.33,1,2,0,3,20,0,0,0
5,16.51,16.51,0,2,0,0,20,0,0,0
6,12.18,12.18,1,5,0,1,20,0,0,0
7,17.71,17.71,0,2,0,1,20,0,0,0
8,16.13,16.13,0,5,0,2,20,1,0,0
9,10.84,10.84,0,4,0,0,20,2,0,0
10,12.19,12.19,0,4,0,1,20,3,0,0
11,22.06,22.06,0,5,0,3,20,4,0,0
12,14.65,14.65,0,4,0,2,20,5,0,0
13,9.92,9.92,0,3,0,0,20,6,0,0
14,15.9,15.9,0,4,0,3,20,7,0,0
15,21.5,21.5,0,4,0,4,20,8,0,0
16,6.45,6.45,0,1,0,0,20,9,0,0
17,17.19,17.19,0,6,0,0,20,10,0,0
18,20.35,20.35,0,6,0,1,20,11,0,0
19,9.77,9.77,0,1,0,1,20,12,0,0
20,11.2,11.2,0,3,0,1,20,13,0,0
21,14.09,14.09,0,3,0,2,20,14,0,0
22,12.75,12.75,0,1,0,2,20,15,0,0
23,23.24,23.24,0,6,0,2,20,16,0,0
24,8.24,8.24,0,1,0,3,20,17,0,0
25,20.26,20.26,0,3,0,3,20,18,0,0
