idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,7.74,7.74,0,4,0,0,20,0,0,0
2,10.92,10.92,0,3,0,0,20,0,0,0
3,21.69,21.69,0,3,0,1,20,0,0,0
4,8.57,8.57,1,4,0,1,20,0,0,0
5,21.64,21.64,1,4,0,4,20,0,0,0
6,21.27,21.27,1,4,0,3,20,0,0,0
7,15.2,15.2,1,4,0,2,20,0,0,0
8,15.44,15.44,0,5,0,0,20,1,0,0
9,19.62,19.62,0,5,0,1,20,2,0,0
10,10.26,10.26,0,2,0,0,20,3,0,0
11,15.64,15.64,0,2,0,1,20,4,0,0
12,18.11,18.11,0,6,0,0,20,5,0,0
13,9.9,9.9,0,1,0,0,20,6,0,0
14,15.26,15.26,0,1,0,1,20,7,0,0
15,6.89,6.89,0,1,0,2,20,8,0,0
16,13.18,13.18,0,1,0,3,20,9,0,0
17,10.96,10.96,0,2,0,2,20,10,0,0
18,22.58,22.58,0,3,0,2,20,11,0,0
19,17.27,17.27,0,5,0,2,20,12,0,0
20,19.55,19.55,0,6,0,1,20,13,0,0
21,8.14,8.14,0,2,0,3,20,14,0,0
22,21.45,21.45,0,6,0,2,20,15,0,0
23,18.41,18.41,0,5,0,3,20,16,0,0
24,11.69,11.69,0,2,0,4,20,17,0,0
25,9.34,9.34,0,1,0,4,20,18,0,0
