idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,20.0,20.0,1,4,0,4,20,0,0,0
2,22.66,22.66,0,1,0,0,20,0,0,0
3,11.94,11.94,0,4,0,0,20,0,0,0
4,16.89,16.89,0,4,0,1,20,0,0,0
5,23.93,23.93,1,1,0,1,20,0,0,0
6,16.34,16.34,0,4,0,2,20,0,0,0
7,17.21,17.21,0,4,0,3,20,0,0,0
8,22.97,22.97,0,2,0,0,20,1,0,0
9,16.96,16.96,0,3,0,0,20,2,0,0
10,20.62,20.62,0,6,0,0,20,3,0,0
11,13.29,13.29,0,5,0,0,20,4,0,0
12,17.3,17.3,0,5,0,1,20,5,0,0
13,10.73,10.73,0,3,0,1,20,6,0,0
14,23.06,23.06,0,2,0,1,20,7,0,0
15,12.28,12.28,0,3,0,2,20,8,0,0
16,9.35,9.35,0,3,0,3,20,9,0,0
17,9.86,9.86,0,2,0,2,20,10,0,0
18,18.87,18.87,0,3,0,4,20,11,0,0
19,19.64,19.64,0,5,0,2,20,12,0,0
20,17.35,17.35,0,2,0,3,20,13,0,0
21,12.43,12.43,0,2,0,4,20,14,0,0
22,10.76,10.76,0,5,0,3,20,15,0,0
23,19.55,19.55,0,6,0,1,20,16,0,0
24,19.17,19.17,0,5,0,4,20,17,0,0
25,5.28,5.28,0,6,0,2,20,18,0,0
