idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,6.65,1,0,0,20
2,1,0,1,9.5,2,0,0,20
3,2,0,0,19.18,3,0,0,20
4,2,0,1,21.8,4,0,0,20
5,1,0,2,15.95,5,0,0,20
6,2,0,2,22.28,6,0,0,20
7,2,0,3,22.3,7,0,0,20
8,3,0,0,14.67,8,0,0,20
9,1,0,3,19.65,9,0,0,20
10,1,0,4,20.88,10,0,0,20
11,3,0,1,20.8,11,0,0,20
12,4,0,0,7.52,12,0,0,20
13,3,0,2,21.19,13,0,0,20
14,2,0,4,23.5,14,0,0,20
15,5,0,0,7.12,15,0,0,20
16,4,0,1,19.82,16,0,0,20
17,4,0,2,20.18,17,0,0,20
18,5,0,1,8.01,18,0,0,20
19,3,0,3,22.43,19,0,0,20
20,5,0,2,14.08,20,0,0,20
21,5,0,3,14.58,21,0,0,20
22,4,0,3,20.45,22,0,0,20
23,6,0,0,8.73,23,0,0,20
