idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,15.76,0,15.76,1,0,20
2,1,0,1,5.79,1,105.79,2,0,20
3,2,0,0,6.81,0,6.81,3,0,20
4,1,0,2,17.18,3,317.18,4,0,20
5,2,0,1,6.01,3,306.01,5,0,20
6,3,0,0,21.18,0,21.18,6,0,20
7,3,0,1,18.59,2,218.59,7,0,20
8,4,0,0,15.03,0,15.03,8,0,20
9,4,0,1,17.49,2,217.49,9,0,20
10,5,0,0,23.58,1,123.58,10,0,20
11,6,0,0,11.26,1,111.26,11,0,20
12,5,0,1,12.39,2,212.39,12,0,20
13,1,0,3,23.06,3,323.06,13,0,20
14,2,0,2,14.97,3,314.97,14,0,20
15,6,0,1,17.53,0,17.53,15,0,20
16,6,0,2,17.24,0,17.24,16,0,20
17,6,0,3,9.12,2,209.12,17,0,20
18,5,0,2,8.96,0,8.96,18,0,20
19,5,0,3,7.39,1,107.39,19,0,20
20,5,0,4,21.45,1,121.45,20,0,20
21,6,0,4,13.56,1,113.56,21,0,20
22,4,0,2,8.19,0,8.19,22,0,20
23,4,0,3,6.79,0,6.79,23,0,20
