idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,6.29,1,0,20,2,206.29
2,1,0,1,7.73,2,0,20,3,307.73
3,2,0,0,14.1,3,0,20,0,14.1
4,2,0,1,13.99,4,0,20,1,113.99
5,2,0,2,21.95,5,0,20,2,221.95
6,3,0,0,12.89,6,0,20,2,212.89
7,4,0,0,11.4,7,0,20,0,11.4
8,1,0,2,9.09,8,0,20,3,309.09
9,1,0,3,20.81,9,0,20,3,320.81
10,5,0,0,9.19,10,0,20,0,9.19
11,2,0,3,22.81,11,0,20,2,222.81
12,4,0,1,12.04,12,0,20,0,12.04
13,4,0,2,9.21,13,0,20,2,209.21
14,5,0,1,9.73,14,0,20,1,109.73
15,5,0,2,6.89,15,0,20,2,206.89
16,1,0,4,22.02,16,0,20,3,322.02
17,2,0,4,11.0,17,0,20,3,311.0
18,5,0,3,7.05,18,0,20,2,207.05
19,3,0,1,5.15,19,0,20,3,305.15
20,6,0,0,18.23,20,0,20,1,118.23
21,6,0,1,5.94,21,0,20,1,105.94
22,3,0,2,12.43,22,0,20,3,312.43
23,6,0,2,18.95,23,0,20,1,118.95
