idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,9.7,1,109.7,1,0,20
2,1,0,1,17.78,3,317.78,2,0,20
3,2,0,0,5.88,0,5.88,3,0,20
4,2,0,1,15.11,0,15.11,4,0,20
5,2,0,2,17.29,1,117.28999999999999,5,0,20
6,3,0,0,11.09,1,111.09,6,0,20
7,2,0,3,20.6,2,220.6,7,0,20
8,4,0,0,9.87,0,9.87,8,0,20
9,3,0,1,7.29,3,307.29,9,0,20
10,4,0,1,6.02,2,206.02,10,0,20
11,5,0,0,20.21,0,20.21,11,0,20
12,3,0,2,12.94,3,312.94,12,0,20
13,6,0,0,10.54,0,10.54,13,0,20
14,2,0,4,9.61,3,309.61,14,0,20
15,5,0,1,10.99,1,110.99,15,0,20
16,6,0,1,19.54,0,19.54,16,0,20
17,5,0,2,11.5,1,111.5,17,0,20
18,3,0,3,13.42,3,313.42,18,0,20
19,4,0,2,8.31,3,308.31,19,0,20
20,6,0,2,9.78,0,9.78,20,0,20
21,6,0,3,19.4,0,19.4,21,0,20
22,5,0,3,16.55,2,216.55,22,0,20
23,6,0,4,11.98,2,211.98,23,0,20
