idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,7.28,7.28,0,2,0,0,20,0,0,0
2,7.83,7.83,0,2,0,1,20,0,0,0
3,21.16,21.16,0,3,0,0,20,0,0,0
4,6.6,6.6,0,2,0,2,20,0,0,0
5,19.45,19.45,0,3,0,1,20,0,0,0
6,14.39,14.39,0,3,0,2,20,0,0,0
7,16.6,16.6,0,1,0,0,20,0,0,0
8,10.2,10.2,0,5,0,0,20,0,0,0
9,17.14,17.14,0,3,0,3,20,0,0,0
10,18.0,18.0,0,1,0,1,20,0,0,0
11,19.98,19.98,0,1,0,2,20,0,0,0
12,18.37,18.37,0,4,0,0,20,0,0,0
13,21.0,21.0,0,4,0,1,20,0,0,0
14,21.84,21.84,0,4,0,2,20,0,0,0
15,13.2,13.2,0,5,0,1,20,0,0,0
16,17.0,17.0,0,5,0,2,20,1,0,0
17,17.52,17.52,0,3,0,4,20,2,0,0
18,22.81,22.81,0,4,0,3,20,3,0,0
19,8.31,8.31,0,6,0,0,20,4,0,0
20,13.45,13.45,0,6,0,1,20,5,0,0
21,18.98,18.98,0,5,0,3,20,6,0,0
22,17.62,17.62,0,6,0,2,20,7,0,0
23,19.87,19.87,0,5,0,4,20,8,0,0
24,17.09,17.09,0,6,0,3,20,9,0,0
25,19.7,19.7,0,6,0,4,20,10,0,0
