idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,10.81,10.81,0,1,0,0,20,0,0,0
2,21.44,21.44,0,1,0,1,20,0,0,0
3,20.05,20.05,1,4,0,4,20,0,0,0
4,9.75,9.75,0,1,0,2,20,0,0,0
5,21.88,21.88,0,1,0,3,20,0,0,0
6,9.86,9.86,0,5,0,0,20,0,0,0
7,20.68,20.68,0,3,0,0,20,0,0,0
8,8.76,8.76,1,4,0,1,20,0,0,0
9,7.6,7.6,0,4,0,0,20,0,0,0
10,9.55,9.55,0,3,0,1,20,0,0,0
11,8.95,8.95,1,4,0,2,20,0,0,0
12,23.24,23.24,0,5,0,1,20,0,0,0
13,6.77,6.77,0,3,0,2,20,0,0,0
14,23.87,23.87,0,5,0,2,20,0,0,0
15,11.98,11.98,1,4,0,3,20,0,0,0
16,19.15,19.15,0,6,0,0,20,1,0,0
17,15.68,15.68,0,3,0,3,20,2,0,0
18,12.92,12.92,0,2,0,0,20,3,0,0
19,13.4,13.4,0,2,0,1,20,4,0,0
20,17.4,17.4,0,6,0,1,20,5,0,0
21,17.92,17.92,0,6,0,2,20,6,0,0
22,18.7,18.7,0,6,0,3,20,7,0,0
23,9.02,9.02,0,2,0,2,20,8,0,0
24,5.21,5.21,0,2,0,3,20,9,0,0
25,23.88,23.88,0,6,0,4,20,10,0,0
