idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.7,18.7,0,5,0,0,20,0,0,0
2,21.47,21.47,1,5,0,3,20,0,0,0
3,12.84,12.84,1,1,0,1,20,0,0,0
4,15.25,15.25,1,2,0,2,20,0,0,0
5,8.32,8.32,0,3,0,0,20,0,0,0
6,5.67,5.67,1,1,0,0,20,0,0,0
7,13.4,13.4,0,3,0,1,20,0,0,0
8,10.72,10.72,1,2,0,1,20,0,0,0
9,19.09,19.09,0,5,0,1,20,0,0,0
10,14.89,14.89,0,3,0,2,20,0,0,0
11,18.0,18.0,0,3,0,3,20,0,0,0
12,18.2,18.2,0,3,0,4,20,0,0,0
13,16.13,16.13,2,2,0,3,20,0,0,0
14,7.15,7.15,1,2,0,0,20,0,0,0
15,21.25,21.25,1,5,0,2,20,0,0,0
16,11.79,11.79,0,4,0,0,20,1,0,0
17,9.85,9.85,0,6,0,0,20,2,0,0
18,11.66,11.66,0,4,0,1,20,3,0,0
19,20.71,20.71,0,2,0,4,20,4,0,0
20,18.5,18.5,0,1,0,2,20,5,0,0
21,20.66,20.66,0,1,0,3,20,6,0,0
22,19.72,19.72,0,6,0,1,20,7,0,0
23,21.44,21.44,0,6,0,2,20,8,0,0
24,18.94,18.94,0,4,0,2,20,9,0,0
25,21.59,21.59,0,5,0,4,20,10,0,0
